Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GarageYrBlt_NA
11,20,RL,11200,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,906,Unf,0,134,6.947937068614969,GasA,Ex,Y,SBrkr,6.947937068614969,0,0,6.947937068614969,1,0,1,0,3,1,TA,5,Typ,0,cat_NA,Detchd,1965,Unf,1,5.953243334287785,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,2,2008,WD,Normal,129500,0
12,60,RL,11924,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286,Ex,TA,PConc,Ex,TA,No,GLQ,998,Unf,0,177,7.069874128458572,GasA,Ex,Y,SBrkr,7.075808863978387,1142,0,7.751475318021456,1,0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,2005,Fin,3,6.602587892189336,TA,TA,Y,147,21,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2006,New,Partial,345000,0
13,20,RL,12968,Pave,cat_NA,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,737,Unf,0,175,6.816735880594968,GasA,TA,Y,SBrkr,6.816735880594968,0,0,6.816735880594968,1,0,1,0,2,1,TA,4,Typ,0,cat_NA,Detchd,1962,Unf,1,5.8664680569332965,TA,TA,Y,140,0,0,0,176,0,cat_NA,cat_NA,cat_NA,0,9,2008,WD,Normal,144000,0
14,20,RL,10652,Pave,cat_NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1494,7.3098814858247865,GasA,Ex,Y,SBrkr,7.3098814858247865,0,0,7.3098814858247865,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,6.734591659972948,TA,TA,Y,160,33,0,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2007,New,Partial,279500,0
15,20,RL,10920,Pave,cat_NA,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212,TA,TA,CBlock,TA,TA,No,BLQ,733,Unf,0,520,7.134093721192866,GasA,TA,Y,SBrkr,7.134093721192866,0,0,7.134093721192866,1,0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960,RFn,1,5.8664680569332965,TA,TA,Y,0,213,176,0,0,0,cat_NA,GdWo,cat_NA,0,5,2008,WD,Normal,157000,0
16,45,RM,6120,Pave,cat_NA,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,832,6.725033642166843,GasA,Ex,Y,FuseA,6.75110146893676,0,0,6.75110146893676,0,0,1,0,2,1,TA,5,Typ,0,cat_NA,Detchd,1991,Unf,2,6.3578422665081,TA,TA,Y,48,112,0,0,0,0,cat_NA,GdPrv,cat_NA,0,7,2007,WD,Normal,132000,0
17,20,RL,11241,Pave,cat_NA,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180,TA,TA,CBlock,TA,TA,No,ALQ,578,Unf,0,426,6.912742820493176,GasA,Ex,Y,SBrkr,6.912742820493176,0,0,6.912742820493176,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970,Fin,2,6.175867270105761,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,Shed,700,3,2010,WD,Normal,149000,0
18,90,RL,10791,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Slab,cat_NA,cat_NA,cat_NA,cat_NA,0,cat_NA,0,0,0.0,GasA,TA,Y,SBrkr,7.167809184316444,0,0,7.167809184316444,0,0,2,0,2,2,TA,6,Typ,0,cat_NA,CarPort,1967,Unf,2,6.248042874508429,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,Shed,500,10,2006,WD,Normal,90000,0
19,20,RL,13695,Pave,cat_NA,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,GLQ,646,Unf,0,468,7.016609683894219,GasA,Ex,Y,SBrkr,7.016609683894219,0,0,7.016609683894219,1,0,1,1,3,1,Gd,6,Typ,0,cat_NA,Detchd,2004,Unf,2,6.3578422665081,TA,TA,Y,0,102,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2008,WD,Normal,159000,0
20,20,RL,7560,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,No,LwQ,504,Unf,0,525,6.937314081223682,GasA,TA,Y,SBrkr,7.200424892944957,0,0,7.200424892944957,0,0,1,0,3,1,TA,6,Min1,0,cat_NA,Attchd,1958,Unf,1,5.68697535633982,TA,TA,Y,0,0,0,0,0,0,cat_NA,MnPrv,cat_NA,0,5,2009,COD,Abnorml,139000,0
21,60,RL,14215,Pave,cat_NA,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1158,7.055312843339752,GasA,Ex,Y,SBrkr,7.055312843339752,1218,0,7.773594467360194,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005,RFn,3,6.74993119378857,TA,TA,Y,240,154,0,0,0,0,cat_NA,cat_NA,cat_NA,0,11,2006,New,Partial,325300,0
22,45,RM,7449,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,637,6.45833828334479,GasA,Ex,Y,FuseF,7.011213987350367,0,0,7.011213987350367,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1930,Unf,1,5.638354669333745,TA,TA,N,0,0,205,0,0,0,cat_NA,GdPrv,cat_NA,0,6,2007,WD,Normal,139400,0
23,20,RL,9742,Pave,cat_NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1777,7.48324441607385,GasA,Ex,Y,SBrkr,7.493317248862145,0,0,7.493317248862145,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,6.282266746896006,TA,TA,Y,171,159,0,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2008,WD,Normal,230000,0
24,120,RM,4224,Pave,cat_NA,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,840,Unf,0,200,6.947937068614969,GasA,TA,Y,SBrkr,6.966967138613983,0,0,6.966967138613983,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976,Unf,2,6.35088571671474,TA,TA,Y,100,110,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2007,WD,Normal,129900,0
25,20,RL,8246,Pave,cat_NA,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,Mn,Rec,188,ALQ,668,204,6.966967138613983,GasA,Ex,Y,SBrkr,6.966967138613983,0,0,6.966967138613983,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968,Unf,1,5.602118820879701,TA,TA,Y,406,90,0,0,0,0,cat_NA,MnPrv,cat_NA,0,5,2010,WD,Normal,154000,0
26,20,RL,14230,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1566,7.356918242356021,GasA,Ex,Y,SBrkr,7.3783837129967145,0,0,7.3783837129967145,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,6.792344427470809,TA,TA,Y,0,56,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2009,WD,Normal,256300,0
27,20,RL,7200,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,6.803505257608338,GasA,TA,Y,SBrkr,6.803505257608338,0,0,6.803505257608338,0,1,1,0,3,1,Gd,5,Typ,0,cat_NA,Detchd,2005,Unf,2,6.3578422665081,TA,TA,Y,222,32,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2010,WD,Normal,134800,0
28,20,RL,11478,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Ex,TA,No,GLQ,1218,Unf,0,486,7.4413203897176174,GasA,Ex,Y,SBrkr,7.4413203897176174,0,0,7.4413203897176174,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,6.650279048587422,TA,TA,Y,0,50,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2010,WD,Normal,306000,0
29,20,RL,16321,Pave,cat_NA,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,0,207,7.3031700512368,GasA,TA,Y,SBrkr,7.3783837129967145,0,0,7.3783837129967145,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,1,5.768320995793772,TA,TA,Y,288,258,0,0,0,0,cat_NA,cat_NA,cat_NA,0,12,2006,WD,Normal,207500,0
30,30,RM,6324,Pave,cat_NA,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,520,6.255750041753367,GasA,Fa,N,SBrkr,6.255750041753367,0,0,6.255750041753367,0,0,1,0,1,1,Fa,4,Typ,0,cat_NA,Detchd,1920,Unf,1,5.484796933490655,Fa,TA,Y,49,0,87,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2008,WD,Normal,68500,0
31,70,C (all),8500,Pave,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,6.476972362889683,GasA,TA,N,SBrkr,6.476972362889683,668,0,7.183870715062453,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,Detchd,1920,Unf,1,5.5254529391317835,TA,Fa,N,0,54,172,0,0,0,cat_NA,MnPrv,cat_NA,0,7,2008,WD,Normal,40000,0
32,20,RL,8544,Pave,cat_NA,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,7.113956109566034,GasA,Gd,Y,SBrkr,7.113956109566034,0,0,7.113956109566034,0,0,1,1,3,1,Gd,6,Typ,0,cat_NA,Attchd,1966,Unf,1,5.605802066295998,TA,TA,Y,0,65,0,0,0,0,cat_NA,MnPrv,cat_NA,0,6,2008,WD,Normal,149350,0
33,20,RL,11049,Pave,cat_NA,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1234,7.118826249062078,GasA,Ex,Y,SBrkr,7.118826249062078,0,0,7.118826249062078,0,0,2,0,3,1,Gd,7,Typ,0,cat_NA,Attchd,2007,RFn,2,6.184148890937483,TA,TA,Y,0,30,0,0,0,0,cat_NA,cat_NA,cat_NA,0,1,2008,WD,Normal,179900,0
34,20,RL,10552,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,7.243512974665482,GasA,Gd,Y,SBrkr,7.438971592395862,0,0,7.438971592395862,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959,RFn,2,6.104793232414985,TA,TA,Y,0,38,0,0,0,0,cat_NA,cat_NA,cat_NA,0,4,2010,WD,Normal,165500,0
35,120,RL,7313,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,0,408,7.3537223303996315,GasA,Ex,Y,SBrkr,7.3537223303996315,0,0,7.3537223303996315,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005,Fin,2,6.322565239927284,TA,TA,Y,203,47,0,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2007,WD,Normal,277500,0
36,60,RL,13418,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1117,7.0192966537150445,GasA,Ex,Y,SBrkr,7.0326242610280065,1320,0,7.8050670442584895,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004,Fin,3,6.539585955617669,TA,TA,Y,113,32,0,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2006,WD,Normal,309000,0
37,20,RL,10859,Pave,cat_NA,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1097,7.001245622069476,GasA,Ex,Y,SBrkr,7.001245622069476,0,0,7.001245622069476,0,0,1,1,3,1,TA,6,Typ,0,cat_NA,Attchd,1995,Unf,2,6.511745329644728,TA,TA,Y,392,64,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,145000,0
38,20,RL,8532,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,7.168579897264035,GasA,Gd,Y,SBrkr,7.168579897264035,0,0,7.168579897264035,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954,Fin,2,6.212606095751519,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,10,2009,WD,Normal,153000,0
39,20,RL,7922,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,0,326,6.964135612418245,GasA,TA,Y,SBrkr,6.964135612418245,0,0,6.964135612418245,1,0,1,0,3,1,Gd,5,Typ,0,cat_NA,Detchd,1953,Unf,1,5.5093883366279774,TA,TA,Y,0,52,0,0,0,0,cat_NA,cat_NA,cat_NA,0,1,2010,WD,Abnorml,109000,0
40,90,RL,6040,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0,TA,TA,PConc,cat_NA,cat_NA,cat_NA,cat_NA,0,cat_NA,0,0,0.0,GasA,TA,N,FuseP,7.050122520269059,0,0,7.050122520269059,0,0,2,0,2,2,Fa,6,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2008,WD,AdjLand,82000,1
41,20,RL,8658,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,6.9930151229329605,GasA,Ex,Y,SBrkr,7.1891677384203225,0,0,7.1891677384203225,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965,RFn,2,6.089044875446846,TA,TA,Y,0,138,0,0,0,0,cat_NA,GdWo,cat_NA,0,12,2006,WD,Abnorml,160000,0
42,20,RL,16905,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,383,7.208600337960199,GasA,Gd,Y,SBrkr,7.192182058713246,0,0,7.192182058713246,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959,RFn,1,5.733341276897746,TA,TA,P,0,104,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2007,WD,Normal,170000,0
43,85,RL,9180,Pave,cat_NA,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,6.734591659972948,GasA,Gd,Y,SBrkr,6.785587645007929,0,0,6.785587645007929,1,0,1,0,2,1,Gd,5,Typ,0,cat_NA,Attchd,1983,RFn,2,6.22455842927536,TA,Gd,Y,240,0,0,0,0,0,cat_NA,MnPrv,cat_NA,0,12,2007,WD,Normal,144000,0
44,20,RL,9200,Pave,cat_NA,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,6.844815479208263,GasA,TA,Y,SBrkr,6.844815479208263,0,0,6.844815479208263,1,0,1,0,3,1,TA,5,Typ,0,cat_NA,Detchd,1977,Unf,1,5.733341276897746,TA,TA,Y,145,0,0,0,0,0,cat_NA,MnPrv,cat_NA,0,7,2008,WD,Normal,130250,0
